,District,Democratic Party Vote Share,Republican Party Vote Share,Democrat Controlled
48,California-34,0.8798716984113739,0.12012830158862609,1
49,California-35,0.7403111866378248,0.2596888133621752,1
50,California-36,0.47420923919360675,0.5257907608063932,0
51,California-37,0.8696752558318347,0.1303247441681653,1
52,California-38,0.7597347979685635,0.24026520203143653,1
53,California-39,0.6481152772225385,0.3518847227774615,1
54,California-4,0.34987392924924204,0.6501260707507579,0
55,California-40,0.8266434826267954,0.17335651737320457,1
56,California-41,0.6096284341980643,0.39037156580193566,1
57,California-42,0.4054948667789949,0.5945051332210052,0
58,California-43,0.8242512525477973,0.1757487474522027,1
59,California-44,0.8503130717380339,0.14968692826196606,1
60,California-45,0.558936896826468,0.44106310317353203,1
61,California-46,0.7039588053198516,0.29604119468014845,1
62,California-47,0.7094695537842173,0.2905304462157827,1
63,California-48,0.5063621327779364,0.4936378672220636,1
64,California-49,0.4534483365978836,0.5465516634021164,0
65,California-5,0.7517083708073139,0.2482916291926861,1
66,California-50,0.36376821548726634,0.6362317845127337,0
67,California-51,0.7508639110168784,0.24913608898312156,1
68,California-52,0.6001450542880677,0.39985494571193225,1
69,California-53,0.6686876393668056,0.33131236063319436,1
70,California-6,0.7878105824457498,0.21218941755425025,1
71,California-7,0.6291597469764241,0.3708402530235759,1
72,California-8,0.3943277000703295,0.6056722999296704,0
73,California-9,0.6791510960053817,0.3208489039946183,1
74,Colorado-1,0.761757702429745,0.23824229757025495,1
75,Colorado-2,0.5980710503372595,0.4019289496627405,1
76,Colorado-3,0.46408079693251664,0.5359192030674833,0
77,Colorado-4,0.3758159737304585,0.6241840262695415,0
78,Colorado-5,0.3363863076794176,0.6636136923205824,0
79,Colorado-6,0.5767638117687937,0.42323618823120635,1
80,Colorado-7,0.6068056364772209,0.39319436352277914,1
81,Connecticut-1,0.6885728107881377,0.3114271892118623,1
82,Connecticut-2,0.5418975907002088,0.4581024092997912,1
83,Connecticut-3,0.677817000575692,0.32218299942430795,1
84,Connecticut-4,0.5512372958735428,0.44876270412645725,1
85,Connecticut-5,0.5347672914218871,0.46523270857811294,1
86,Delaware-1,0.5771957116632654,0.42280428833673456,1
87,District of Columbia-1,0.8168812850120447,0.1831187149879553,1
88,Florida-1,0.27513320327121615,0.7248667967287838,0
89,Florida-10,0.6571283825645385,0.34287161743546146,1
90,Florida-11,0.32081538486695194,0.6791846151330481,0
91,Florida-12,0.4039179720305433,0.5960820279694568,0
92,Florida-13,0.5211340378105209,0.4788659621894791,1
93,Florida-14,0.6105150910361613,0.3894849089638387,1
94,Florida-15,0.4673329705827374,0.5326670294172626,0
95,Florida-16,0.40642932342802734,0.5935706765719726,0
96,Florida-17,0.3622789761876721,0.6377210238123279,0
97,Florida-18,0.44847800165271445,0.5515219983472855,0
98,Florida-19,0.31376833575366986,0.6862316642463302,0
99,Florida-2,0.4005443333415925,0.5994556666584074,0
100,Florida-20,0.8435145094308193,0.1564854905691807,1
101,Florida-21,0.6430451958209726,0.35695480417902736,1
102,Florida-22,0.6146642582388229,0.38533574176117713,1
103,Florida-23,0.6829443545995485,0.3170556454004515,1
104,Florida-24,0.8622945976403442,0.13770540235965578,1
105,Florida-25,0.4087743209055481,0.5912256790944519,0
106,Florida-26,0.610730505714053,0.38926949428594704,1
107,Florida-27,0.6176272549288597,0.3823727450711403,1
108,Florida-3,0.47567186301744474,0.5243281369825552,0
109,Florida-4,0.3290832893934772,0.6709167106065228,0
110,Florida-5,0.714233999303887,0.285766000696113,1
111,Florida-6,0.4205386984325603,0.5794613015674397,0
112,Florida-7,0.5216682530417772,0.4783317469582228,1
113,Florida-8,0.38335794229974485,0.6166420577002552,0
114,Florida-9,0.5830530245479646,0.4169469754520354,1
